"IF-MIB::ifDescr.180","iso.3.6.1.2.1.2.2.1.2.180","STRING","24--hap5f6b-1"
"IF-MIB::ifDescr.181","iso.3.6.1.2.1.2.2.1.2.181","STRING","5--hap5f6b-1"
"IF-MIB::ifDescr.186","iso.3.6.1.2.1.2.2.1.2.186","STRING","24--hap26a3-1"
"IF-MIB::ifDescr.187","iso.3.6.1.2.1.2.2.1.2.187","STRING","5--hap26a3-1"
"IF-MIB::ifType.1","iso.3.6.1.2.1.2.2.1.3.1","INTEGER",71
"IF-MIB::ifType.2","iso.3.6.1.2.1.2.2.1.3.2","INTEGER",6
"IF-MIB::ifType.3","iso.3.6.1.2.1.2.2.1.3.3","INTEGER",6
"IF-MIB::ifType.4","iso.3.6.1.2.1.2.2.1.3.4","INTEGER",6
"IF-MIB::ifType.5","iso.3.6.1.2.1.2.2.1.3.5","INTEGER",6
"IF-MIB::ifType.6","iso.3.6.1.2.1.2.2.1.3.6","INTEGER",6
"IF-MIB::ifType.7","iso.3.6.1.2.1.2.2.1.3.7","INTEGER",6
"IF-MIB::ifType.8","iso.3.6.1.2.1.2.2.1.3.8","INTEGER",71
"IF-MIB::ifType.9","iso.3.6.1.2.1.2.2.1.3.9","INTEGER",209
"IF-MIB::ifType.10","iso.3.6.1.2.1.2.2.1.3.10","INTEGER",1
"IF-MIB::ifType.11","iso.3.6.1.2.1.2.2.1.3.11","INTEGER",1
"IF-MIB::ifType.180","iso.3.6.1.2.1.2.2.1.3.180","INTEGER",1
"IF-MIB::ifType.181","iso.3.6.1.2.1.2.2.1.3.181","INTEGER",1
"IF-MIB::ifType.186","iso.3.6.1.2.1.2.2.1.3.186","INTEGER",1
"IF-MIB::ifType.187","iso.3.6.1.2.1.2.2.1.3.187","INTEGER",1
"IF-MIB::ifMtu.1","iso.3.6.1.2.1.2.2.1.4.1","INTEGER",1500
"IF-MIB::ifMtu.2","iso.3.6.1.2.1.2.2.1.4.2","INTEGER",1500
"IF-MIB::ifMtu.3","iso.3.6.1.2.1.2.2.1.4.3","INTEGER",1500
"IF-MIB::ifMtu.4","iso.3.6.1.2.1.2.2.1.4.4","INTEGER",1500
"IF-MIB::ifMtu.5","iso.3.6.1.2.1.2.2.1.4.5","INTEGER",1500
"IF-MIB::ifMtu.6","iso.3.6.1.2.1.2.2.1.4.6","INTEGER",1500
"IF-MIB::ifMtu.7","iso.3.6.1.2.1.2.2.1.4.7","INTEGER",1500
"IF-MIB::ifMtu.8","iso.3.6.1.2.1.2.2.1.4.8","INTEGER",1500
"IF-MIB::ifMtu.9","iso.3.6.1.2.1.2.2.1.4.9","INTEGER",1500
"IF-MIB::ifMtu.10","iso.3.6.1.2.1.2.2.1.4.10","INTEGER",1500
"IF-MIB::ifMtu.11","iso.3.6.1.2.1.2.2.1.4.11","INTEGER",1500
"IF-MIB::ifMtu.180","iso.3.6.1.2.1.2.2.1.4.180","INTEGER",1500
"IF-MIB::ifMtu.181","iso.3.6.1.2.1.2.2.1.4.181","INTEGER",1500
"IF-MIB::ifMtu.186","iso.3.6.1.2.1.2.2.1.4.186","INTEGER",1500
"IF-MIB::ifMtu.187","iso.3.6.1.2.1.2.2.1.4.187","INTEGER",1500
"IF-MIB::ifSpeed.1","iso.3.6.1.2.1.2.2.1.5.1","Gauge32",50000000
"IF-MIB::ifSpeed.2","iso.3.6.1.2.1.2.2.1.5.2","Gauge32",1000000000
"IF-MIB::ifSpeed.3","iso.3.6.1.2.1.2.2.1.5.3","Gauge32",0
"IF-MIB::ifSpeed.4","iso.3.6.1.2.1.2.2.1.5.4","Gauge32",0
"IF-MIB::ifSpeed.5","iso.3.6.1.2.1.2.2.1.5.5","Gauge32",1000000000
"IF-MIB::ifSpeed.6","iso.3.6.1.2.1.2.2.1.5.6","Gauge32",100000000
"IF-MIB::ifSpeed.7","iso.3.6.1.2.1.2.2.1.5.7","Gauge32",0
"IF-MIB::ifSpeed.8","iso.3.6.1.2.1.2.2.1.5.8","Gauge32",50000000
"IF-MIB::ifSpeed.9","iso.3.6.1.2.1.2.2.1.5.9","Gauge32",0
"IF-MIB::ifSpeed.10","iso.3.6.1.2.1.2.2.1.5.10","Gauge32",10000000
"IF-MIB::ifSpeed.11","iso.3.6.1.2.1.2.2.1.5.11","Gauge32",10000000
"IF-MIB::ifSpeed.180","iso.3.6.1.2.1.2.2.1.5.180","Gauge32",10000000
"IF-MIB::ifSpeed.181","iso.3.6.1.2.1.2.2.1.5.181","Gauge32",10000000
"IF-MIB::ifSpeed.186","iso.3.6.1.2.1.2.2.1.5.186","Gauge32",10000000
"IF-MIB::ifSpeed.187","iso.3.6.1.2.1.2.2.1.5.187","Gauge32",10000000
"IF-MIB::ifPhysAddress.1","iso.3.6.1.2.1.2.2.1.6.1","Hex-STRING","Hex-64 D1 54 43 88 97"
"IF-MIB::ifPhysAddress.2","iso.3.6.1.2.1.2.2.1.6.2","Hex-STRING","Hex-64 D1 54 43 88 90"
"IF-MIB::ifPhysAddress.3","iso.3.6.1.2.1.2.2.1.6.3","Hex-STRING","Hex-64 D1 54 43 88 91"
"IF-MIB::ifPhysAddress.4","iso.3.6.1.2.1.2.2.1.6.4","Hex-STRING","Hex-64 D1 54 43 88 92"
"IF-MIB::ifPhysAddress.5","iso.3.6.1.2.1.2.2.1.6.5","Hex-STRING","Hex-64 D1 54 43 88 93"
"IF-MIB::ifPhysAddress.6","iso.3.6.1.2.1.2.2.1.6.6","Hex-STRING","Hex-64 D1 54 43 88 94"
"IF-MIB::ifPhysAddress.7","iso.3.6.1.2.1.2.2.1.6.7","Hex-STRING","Hex-64 D1 54 43 88 95"
"IF-MIB::ifPhysAddress.8","iso.3.6.1.2.1.2.2.1.6.8","Hex-STRING","Hex-64 D1 54 43 88 96"
"IF-MIB::ifPhysAddress.9","iso.3.6.1.2.1.2.2.1.6.9","Hex-STRING","Hex-64 D1 54 43 88 91"
"IF-MIB::ifPhysAddress.10","iso.3.6.1.2.1.2.2.1.6.10","Hex-STRING","Hex-64 D1 54 43 88 97"
"IF-MIB::ifPhysAddress.11","iso.3.6.1.2.1.2.2.1.6.11","Hex-STRING","Hex-64 D1 54 43 88 96"
"IF-MIB::ifPhysAddress.180","iso.3.6.1.2.1.2.2.1.6.180","Hex-STRING","Hex-B8 69 F4 D6 5F 71"
"IF-MIB::ifPhysAddress.181","iso.3.6.1.2.1.2.2.1.6.181","Hex-STRING","Hex-B8 69 F4 D6 5F 70"
"IF-MIB::ifPhysAddress.186","iso.3.6.1.2.1.2.2.1.6.186","Hex-STRING","Hex-CC 2D E0 1D 26 A3"
"IF-MIB::ifPhysAddress.187","iso.3.6.1.2.1.2.2.1.6.187","Hex-STRING","Hex-CC 2D E0 1D 26 A2"
"IF-MIB::ifAdminStatus.1","iso.3.6.1.2.1.2.2.1.7.1","INTEGER",1
"IF-MIB::ifAdminStatus.2","iso.3.6.1.2.1.2.2.1.7.2","INTEGER",1
"IF-MIB::ifAdminStatus.3","iso.3.6.1.2.1.2.2.1.7.3","INTEGER",1
"IF-MIB::ifAdminStatus.4","iso.3.6.1.2.1.2.2.1.7.4","INTEGER",1
"IF-MIB::ifAdminStatus.5","iso.3.6.1.2.1.2.2.1.7.5","INTEGER",1
"IF-MIB::ifAdminStatus.6","iso.3.6.1.2.1.2.2.1.7.6","INTEGER",1
"IF-MIB::ifAdminStatus.7","iso.3.6.1.2.1.2.2.1.7.7","INTEGER",1
"IF-MIB::ifAdminStatus.8","iso.3.6.1.2.1.2.2.1.7.8","INTEGER",1
"IF-MIB::ifAdminStatus.9","iso.3.6.1.2.1.2.2.1.7.9","INTEGER",1
"IF-MIB::ifAdminStatus.10","iso.3.6.1.2.1.2.2.1.7.10","INTEGER",1
"IF-MIB::ifAdminStatus.11","iso.3.6.1.2.1.2.2.1.7.11","INTEGER",1
"IF-MIB::ifAdminStatus.180","iso.3.6.1.2.1.2.2.1.7.180","INTEGER",1
"IF-MIB::ifAdminStatus.181","iso.3.6.1.2.1.2.2.1.7.181","INTEGER",1
"IF-MIB::ifAdminStatus.186","iso.3.6.1.2.1.2.2.1.7.186","INTEGER",1
"IF-MIB::ifAdminStatus.187","iso.3.6.1.2.1.2.2.1.7.187","INTEGER",1
"IF-MIB::ifOperStatus.1","iso.3.6.1.2.1.2.2.1.8.1","INTEGER",1
"IF-MIB::ifOperStatus.2","iso.3.6.1.2.1.2.2.1.8.2","INTEGER",1
"IF-MIB::ifOperStatus.3","iso.3.6.1.2.1.2.2.1.8.3","INTEGER",2
"IF-MIB::ifOperStatus.4","iso.3.6.1.2.1.2.2.1.8.4","INTEGER",2
"IF-MIB::ifOperStatus.5","iso.3.6.1.2.1.2.2.1.8.5","INTEGER",1
"IF-MIB::ifOperStatus.6","iso.3.6.1.2.1.2.2.1.8.6","INTEGER",1
"IF-MIB::ifOperStatus.7","iso.3.6.1.2.1.2.2.1.8.7","INTEGER",2
"IF-MIB::ifOperStatus.8","iso.3.6.1.2.1.2.2.1.8.8","INTEGER",1
"IF-MIB::ifOperStatus.9","iso.3.6.1.2.1.2.2.1.8.9","INTEGER",1
"IF-MIB::ifOperStatus.10","iso.3.6.1.2.1.2.2.1.8.10","INTEGER",2
"IF-MIB::ifOperStatus.11","iso.3.6.1.2.1.2.2.1.8.11","INTEGER",1
"IF-MIB::ifOperStatus.180","iso.3.6.1.2.1.2.2.1.8.180","INTEGER",2
"IF-MIB::ifOperStatus.181","iso.3.6.1.2.1.2.2.1.8.181","INTEGER",1
"IF-MIB::ifOperStatus.186","iso.3.6.1.2.1.2.2.1.8.186","INTEGER",2
"IF-MIB::ifOperStatus.187","iso.3.6.1.2.1.2.2.1.8.187","INTEGER",1
"IF-MIB::ifLastChange.1","iso.3.6.1.2.1.2.2.1.9.1","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.2","iso.3.6.1.2.1.2.2.1.9.2","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.3","iso.3.6.1.2.1.2.2.1.9.3","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.4","iso.3.6.1.2.1.2.2.1.9.4","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.5","iso.3.6.1.2.1.2.2.1.9.5","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.6","iso.3.6.1.2.1.2.2.1.9.6","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.7","iso.3.6.1.2.1.2.2.1.9.7","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.8","iso.3.6.1.2.1.2.2.1.9.8","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.9","iso.3.6.1.2.1.2.2.1.9.9","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.10","iso.3.6.1.2.1.2.2.1.9.10","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.11","iso.3.6.1.2.1.2.2.1.9.11","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.180","iso.3.6.1.2.1.2.2.1.9.180","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.181","iso.3.6.1.2.1.2.2.1.9.181","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.186","iso.3.6.1.2.1.2.2.1.9.186","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifLastChange.187","iso.3.6.1.2.1.2.2.1.9.187","Timeticks","(0) 0:00:00.00"
"IF-MIB::ifInOctets.1","iso.3.6.1.2.1.2.2.1.10.1","Counter32",137884741
"IF-MIB::ifInOctets.2","iso.3.6.1.2.1.2.2.1.10.2","Counter32",3281248963
"IF-MIB::ifInOctets.3","iso.3.6.1.2.1.2.2.1.10.3","Counter32",216258471
"IF-MIB::ifInOctets.4","iso.3.6.1.2.1.2.2.1.10.4","Counter32",0
"IF-MIB::ifInOctets.5","iso.3.6.1.2.1.2.2.1.10.5","Counter32",1150096918
"IF-MIB::ifInOctets.6","iso.3.6.1.2.1.2.2.1.10.6","Counter32",2124315058
"IF-MIB::ifInOctets.7","iso.3.6.1.2.1.2.2.1.10.7","Counter32",0
"IF-MIB::ifInOctets.8","iso.3.6.1.2.1.2.2.1.10.8","Counter32",4212782203
"IF-MIB::ifInOctets.9","iso.3.6.1.2.1.2.2.1.10.9","Counter32",816142195
"IF-MIB::ifInOctets.10","iso.3.6.1.2.1.2.2.1.10.10","Counter32",0
"IF-MIB::ifInOctets.11","iso.3.6.1.2.1.2.2.1.10.11","Counter32",0
"IF-MIB::ifInOctets.180","iso.3.6.1.2.1.2.2.1.10.180","Counter32",0
"IF-MIB::ifInOctets.181","iso.3.6.1.2.1.2.2.1.10.181","Counter32",0
"IF-MIB::ifInOctets.186","iso.3.6.1.2.1.2.2.1.10.186","Counter32",0
"IF-MIB::ifInOctets.187","iso.3.6.1.2.1.2.2.1.10.187","Counter32",0
"IF-MIB::ifInUcastPkts.1","iso.3.6.1.2.1.2.2.1.11.1","Counter32",1180217
"IF-MIB::ifInUcastPkts.2","iso.3.6.1.2.1.2.2.1.11.2","Counter32",116817964
"IF-MIB::ifInUcastPkts.3","iso.3.6.1.2.1.2.2.1.11.3","Counter32",2836406
"IF-MIB::ifInUcastPkts.4","iso.3.6.1.2.1.2.2.1.11.4","Counter32",0
"IF-MIB::ifInUcastPkts.5","iso.3.6.1.2.1.2.2.1.11.5","Counter32",25450636
"IF-MIB::ifInUcastPkts.6","iso.3.6.1.2.1.2.2.1.11.6","Counter32",13840073
"IF-MIB::ifInUcastPkts.7","iso.3.6.1.2.1.2.2.1.11.7","Counter32",0
"IF-MIB::ifInUcastPkts.8","iso.3.6.1.2.1.2.2.1.11.8","Counter32",34723662
"IF-MIB::ifInUcastPkts.9","iso.3.6.1.2.1.2.2.1.11.9","Counter32",61515242
"IF-MIB::ifInUcastPkts.10","iso.3.6.1.2.1.2.2.1.11.10","Counter32",0
"IF-MIB::ifInUcastPkts.11","iso.3.6.1.2.1.2.2.1.11.11","Counter32",0
"IF-MIB::ifInUcastPkts.180","iso.3.6.1.2.1.2.2.1.11.180","Counter32",0
"IF-MIB::ifInUcastPkts.181","iso.3.6.1.2.1.2.2.1.11.181","Counter32",0
"IF-MIB::ifInUcastPkts.186","iso.3.6.1.2.1.2.2.1.11.186","Counter32",0
"IF-MIB::ifInUcastPkts.187","iso.3.6.1.2.1.2.2.1.11.187","Counter32",0
"IF-MIB::ifInNUcastPkts.1","iso.3.6.1.2.1.2.2.1.12.1","Counter32",0
"IF-MIB::ifInNUcastPkts.2","iso.3.6.1.2.1.2.2.1.12.2","Counter32",0
"IF-MIB::ifInNUcastPkts.3","iso.3.6.1.2.1.2.2.1.12.3","Counter32",0
"IF-MIB::ifInNUcastPkts.4","iso.3.6.1.2.1.2.2.1.12.4","Counter32",0
"IF-MIB::ifInNUcastPkts.5","iso.3.6.1.2.1.2.2.1.12.5","Counter32",0
"IF-MIB::ifInNUcastPkts.6","iso.3.6.1.2.1.2.2.1.12.6","Counter32",0
"IF-MIB::ifInNUcastPkts.7","iso.3.6.1.2.1.2.2.1.12.7","Counter32",0
"IF-MIB::ifInNUcastPkts.8","iso.3.6.1.2.1.2.2.1.12.8","Counter32",0
"IF-MIB::ifInNUcastPkts.9","iso.3.6.1.2.1.2.2.1.12.9","Counter32",0
"IF-MIB::ifInNUcastPkts.10","iso.3.6.1.2.1.2.2.1.12.10","Counter32",0
"IF-MIB::ifInNUcastPkts.11","iso.3.6.1.2.1.2.2.1.12.11","Counter32",0
"IF-MIB::ifInNUcastPkts.180","iso.3.6.1.2.1.2.2.1.12.180","Counter32",0
"IF-MIB::ifInNUcastPkts.181","iso.3.6.1.2.1.2.2.1.12.181","Counter32",0
"IF-MIB::ifInNUcastPkts.186","iso.3.6.1.2.1.2.2.1.12.186","Counter32",0
"IF-MIB::ifInNUcastPkts.187","iso.3.6.1.2.1.2.2.1.12.187","Counter32",0
"IF-MIB::ifInDiscards.1","iso.3.6.1.2.1.2.2.1.13.1","Counter32",0
"IF-MIB::ifInDiscards.2","iso.3.6.1.2.1.2.2.1.13.2","Counter32",0
"IF-MIB::ifInDiscards.3","iso.3.6.1.2.1.2.2.1.13.3","Counter32",0
"IF-MIB::ifInDiscards.4","iso.3.6.1.2.1.2.2.1.13.4","Counter32",0
"IF-MIB::ifInDiscards.5","iso.3.6.1.2.1.2.2.1.13.5","Counter32",0
"IF-MIB::ifInDiscards.6","iso.3.6.1.2.1.2.2.1.13.6","Counter32",0
"IF-MIB::ifInDiscards.7","iso.3.6.1.2.1.2.2.1.13.7","Counter32",0
"IF-MIB::ifInDiscards.8","iso.3.6.1.2.1.2.2.1.13.8","Counter32",0
"IF-MIB::ifInDiscards.9","iso.3.6.1.2.1.2.2.1.13.9","Counter32",0
"IF-MIB::ifInDiscards.10","iso.3.6.1.2.1.2.2.1.13.10","Counter32",0
"IF-MIB::ifInDiscards.11","iso.3.6.1.2.1.2.2.1.13.11","Counter32",0
"IF-MIB::ifInDiscards.180","iso.3.6.1.2.1.2.2.1.13.180","Counter32",0
"IF-MIB::ifInDiscards.181","iso.3.6.1.2.1.2.2.1.13.181","Counter32",0
"IF-MIB::ifInDiscards.186","iso.3.6.1.2.1.2.2.1.13.186","Counter32",0
"IF-MIB::ifInDiscards.187","iso.3.6.1.2.1.2.2.1.13.187","Counter32",0
"IF-MIB::ifInErrors.1","iso.3.6.1.2.1.2.2.1.14.1","Counter32",0
"IF-MIB::ifInErrors.2","iso.3.6.1.2.1.2.2.1.14.2","Counter32",0
"IF-MIB::ifInErrors.3","iso.3.6.1.2.1.2.2.1.14.3","Counter32",0
"IF-MIB::ifInErrors.4","iso.3.6.1.2.1.2.2.1.14.4","Counter32",0
"IF-MIB::ifInErrors.5","iso.3.6.1.2.1.2.2.1.14.5","Counter32",0
"IF-MIB::ifInErrors.6","iso.3.6.1.2.1.2.2.1.14.6","Counter32",0
"IF-MIB::ifInErrors.7","iso.3.6.1.2.1.2.2.1.14.7","Counter32",0
"IF-MIB::ifInErrors.8","iso.3.6.1.2.1.2.2.1.14.8","Counter32",0
"IF-MIB::ifInErrors.9","iso.3.6.1.2.1.2.2.1.14.9","Counter32",0
"IF-MIB::ifInErrors.10","iso.3.6.1.2.1.2.2.1.14.10","Counter32",0
"IF-MIB::ifInErrors.11","iso.3.6.1.2.1.2.2.1.14.11","Counter32",0
"IF-MIB::ifInErrors.180","iso.3.6.1.2.1.2.2.1.14.180","Counter32",0
"IF-MIB::ifInErrors.181","iso.3.6.1.2.1.2.2.1.14.181","Counter32",0
"IF-MIB::ifInErrors.186","iso.3.6.1.2.1.2.2.1.14.186","Counter32",0
"IF-MIB::ifInErrors.187","iso.3.6.1.2.1.2.2.1.14.187","Counter32",0
"IF-MIB::ifInUnknownProtos.1","iso.3.6.1.2.1.2.2.1.15.1","Counter32",0
"IF-MIB::ifInUnknownProtos.2","iso.3.6.1.2.1.2.2.1.15.2","Counter32",0
"IF-MIB::ifInUnknownProtos.3","iso.3.6.1.2.1.2.2.1.15.3","Counter32",0
"IF-MIB::ifInUnknownProtos.4","iso.3.6.1.2.1.2.2.1.15.4","Counter32",0
"IF-MIB::ifInUnknownProtos.5","iso.3.6.1.2.1.2.2.1.15.5","Counter32",0
"IF-MIB::ifInUnknownProtos.6","iso.3.6.1.2.1.2.2.1.15.6","Counter32",0
"IF-MIB::ifInUnknownProtos.7","iso.3.6.1.2.1.2.2.1.15.7","Counter32",0
"IF-MIB::ifInUnknownProtos.8","iso.3.6.1.2.1.2.2.1.15.8","Counter32",0
"IF-MIB::ifInUnknownProtos.9","iso.3.6.1.2.1.2.2.1.15.9","Counter32",0
"IF-MIB::ifInUnknownProtos.10","iso.3.6.1.2.1.2.2.1.15.10","Counter32",0
"IF-MIB::ifInUnknownProtos.11","iso.3.6.1.2.1.2.2.1.15.11","Counter32",0
"IF-MIB::ifInUnknownProtos.180","iso.3.6.1.2.1.2.2.1.15.180","Counter32",0
"IF-MIB::ifInUnknownProtos.181","iso.3.6.1.2.1.2.2.1.15.181","Counter32",0
"IF-MIB::ifInUnknownProtos.186","iso.3.6.1.2.1.2.2.1.15.186","Counter32",0
"IF-MIB::ifInUnknownProtos.187","iso.3.6.1.2.1.2.2.1.15.187","Counter32",0
"IF-MIB::ifOutOctets.1","iso.3.6.1.2.1.2.2.1.16.1","Counter32",1197997103
"IF-MIB::ifOutOctets.2","iso.3.6.1.2.1.2.2.1.16.2","Counter32",3847768357
"IF-MIB::ifOutOctets.3","iso.3.6.1.2.1.2.2.1.16.3","Counter32",1884808305
"IF-MIB::ifOutOctets.4","iso.3.6.1.2.1.2.2.1.16.4","Counter32",0
"IF-MIB::ifOutOctets.5","iso.3.6.1.2.1.2.2.1.16.5","Counter32",732308464
"IF-MIB::ifOutOctets.6","iso.3.6.1.2.1.2.2.1.16.6","Counter32",3840703169
"IF-MIB::ifOutOctets.7","iso.3.6.1.2.1.2.2.1.16.7","Counter32",0
"IF-MIB::ifOutOctets.8","iso.3.6.1.2.1.2.2.1.16.8","Counter32",3413921924
"IF-MIB::ifOutOctets.9","iso.3.6.1.2.1.2.2.1.16.9","Counter32",1935575567
"IF-MIB::ifOutOctets.10","iso.3.6.1.2.1.2.2.1.16.10","Counter32",64
"IF-MIB::ifOutOctets.11","iso.3.6.1.2.1.2.2.1.16.11","Counter32",64
"IF-MIB::ifOutOctets.180","iso.3.6.1.2.1.2.2.1.16.180","Counter32",154
"IF-MIB::ifOutOctets.181","iso.3.6.1.2.1.2.2.1.16.181","Counter32",154
"IF-MIB::ifOutOctets.186","iso.3.6.1.2.1.2.2.1.16.186","Counter32",298
"IF-MIB::ifOutOctets.187","iso.3.6.1.2.1.2.2.1.16.187","Counter32",220
"IF-MIB::ifOutUcastPkts.1","iso.3.6.1.2.1.2.2.1.17.1","Counter32",5058759
"IF-MIB::ifOutUcastPkts.2","iso.3.6.1.2.1.2.2.1.17.2","Counter32",52113241
"IF-MIB::ifOutUcastPkts.3","iso.3.6.1.2.1.2.2.1.17.3","Counter32",7369744
"IF-MIB::ifOutUcastPkts.4","iso.3.6.1.2.1.2.2.1.17.4","Counter32",0
"IF-MIB::ifOutUcastPkts.5","iso.3.6.1.2.1.2.2.1.17.5","Counter32",37215354
"IF-MIB::ifOutUcastPkts.6","iso.3.6.1.2.1.2.2.1.17.6","Counter32",21873680
"IF-MIB::ifOutUcastPkts.7","iso.3.6.1.2.1.2.2.1.17.7","Counter32",0
"IF-MIB::ifOutUcastPkts.8","iso.3.6.1.2.1.2.2.1.17.8","Counter32",78207506
"IF-MIB::ifOutUcastPkts.9","iso.3.6.1.2.1.2.2.1.17.9","Counter32",121880306
"IF-MIB::ifOutUcastPkts.10","iso.3.6.1.2.1.2.2.1.17.10","Counter32",1
"IF-MIB::ifOutUcastPkts.11","iso.3.6.1.2.1.2.2.1.17.11","Counter32",1
"IF-MIB::ifOutUcastPkts.180","iso.3.6.1.2.1.2.2.1.17.180","Counter32",2
"IF-MIB::ifOutUcastPkts.181","iso.3.6.1.2.1.2.2.1.17.181","Counter32",2
"IF-MIB::ifOutUcastPkts.186","iso.3.6.1.2.1.2.2.1.17.186","Counter32",3
"IF-MIB::ifOutUcastPkts.187","iso.3.6.1.2.1.2.2.1.17.187","Counter32",2
"IF-MIB::ifOutNUcastPkts.1","iso.3.6.1.2.1.2.2.1.18.1","Counter32",0
"IF-MIB::ifOutNUcastPkts.2","iso.3.6.1.2.1.2.2.1.18.2","Counter32",0
"IF-MIB::ifOutNUcastPkts.3","iso.3.6.1.2.1.2.2.1.18.3","Counter32",0
"IF-MIB::ifOutNUcastPkts.4","iso.3.6.1.2.1.2.2.1.18.4","Counter32",0
"IF-MIB::ifOutNUcastPkts.5","iso.3.6.1.2.1.2.2.1.18.5","Counter32",0
"IF-MIB::ifOutNUcastPkts.6","iso.3.6.1.2.1.2.2.1.18.6","Counter32",0
"IF-MIB::ifOutNUcastPkts.7","iso.3.6.1.2.1.2.2.1.18.7","Counter32",0
"IF-MIB::ifOutNUcastPkts.8","iso.3.6.1.2.1.2.2.1.18.8","Counter32",0
"IF-MIB::ifOutNUcastPkts.9","iso.3.6.1.2.1.2.2.1.18.9","Counter32",0
"IF-MIB::ifOutNUcastPkts.10","iso.3.6.1.2.1.2.2.1.18.10","Counter32",0
"IF-MIB::ifOutNUcastPkts.11","iso.3.6.1.2.1.2.2.1.18.11","Counter32",0
